StudentNumber,Suruna Value,Hurni Level,Lal Count,Volta,Ratios,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104,
1001209,doot,high,71,2 star,1.12781955,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,9.0,8.0,NG,NG,NG,
1001339,doot,high,64,3 star,1.12781955,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002021,nulp,full,95,4 star,1.12598748,NG,10.0,8.0,8.0,NG,NG,NG,7.0,10.0,8.0,NG,NG,NG,9.0,8.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,9.0,8.0,8.0,9.0,NG,NG,8.0,
1002622,nulp,full,95,4 star,1.12598748,8.0,9.0,7.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,NG,7.0,10.0,9.0,7.0,8.0,NG,8.0,9.0,NG,8.0,10.0,8.0,9.0,8.0,8.0,9.0,6.0,8.0,7.0,
1001766,nulp,full,95,3 star,1.12534626,NG,10.0,6.0,8.0,NG,NG,NG,8.0,9.0,9.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,NG,NG,8.0,NG,NG,8.0,7.0,9.0,10.0,NG,NG,6.0,
1000711,nulp,full,63,2 star,1.12432785,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001549,nulp,full,68,4 star,1.12432785,NG,10.0,7.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,9.0,8.0,7.0,NG,8.0,9.0,NG,8.0,NG,NG,8.0,7.0,8.0,9.0,NG,NG,7.0,
1001602,doot,high,100,3 star,1.12432785,NG,9.0,9.0,7.0,NG,NG,NG,9.0,8.0,9.0,NG,NG,NG,7.0,8.0,9.0,NG,7.0,8.0,NG,8.0,NG,NG,8.0,8.0,9.0,8.0,NG,NG,7.0,
1002193,nulp,full,63,2 star,1.12432785,NG,8.0,7.0,7.0,NG,NG,NG,7.0,9.0,9.0,NG,NG,NG,9.0,8.0,9.0,NG,8.0,9.0,NG,9.0,NG,NG,8.0,7.0,8.0,9.0,NG,NG,9.0,
1002697,nulp,full,93,3 star,1.12342259,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,NG,9.0,7.0,9.0,8.0,8.0,NG,7.0,8.0,NG,7.0,8.0,8.0,10.0,7.0,8.0,8.0,8.0,8.0,8.0,
1002737,nulp,full,59,5 star,1.12342259,8.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,NG,9.0,9.0,8.0,9.0,8.0,NG,7.0,8.0,NG,7.0,9.0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,7.0,
1002285,doot,high,88,2 star,1.11829281,10.0,10.0,7.0,7.0,8.0,7.0,8.0,8.0,9.0,7.0,NG,8.0,9.0,8.0,8.0,9.0,NG,8.0,9.0,NG,8.0,9.0,7.0,8.0,7.0,7.0,9.0,8.0,7.0,8.0,
1002325,doot,medium,74,4 star,1.11829281,9.0,10.0,6.0,8.0,7.0,6.0,8.0,7.0,10.0,7.0,NG,7.0,9.0,9.0,8.0,8.0,NG,8.0,9.0,NG,8.0,10.0,7.0,8.0,8.0,8.0,10.0,7.0,9.0,7.0,
1000837,lobi,full,73,2 star,1.11792639,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,10.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,NG,9.0,NG,NG,NG,
1001105,lobi,full,73,2 star,1.11792639,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,10.0,NG,NG,NG,
1001741,nulp,full,60,1 star,1.11618054,NG,9.0,8.0,8.0,NG,NG,NG,8.0,8.0,9.0,NG,NG,NG,7.0,10.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,9.0,9.0,9.0,8.0,NG,NG,6.0,
1001827,doot,medium,94,5 star,1.11618054,NG,9.0,8.0,7.0,NG,NG,NG,9.0,7.0,9.0,NG,NG,NG,7.0,8.0,9.0,NG,7.0,8.0,NG,8.0,NG,NG,8.0,9.0,8.0,9.0,NG,NG,7.0,
1002532,nulp,full,75,3 star,1.11316302,7.0,10.0,8.0,9.0,7.0,7.0,7.0,8.0,9.0,9.0,NG,8.0,8.0,8.0,10.0,7.0,NG,7.0,8.0,NG,8.0,8.0,8.0,9.0,8.0,8.0,9.0,7.0,9.0,6.0,
1000074,doot,medium,90,5 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000117,doot,full,84,5 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000120,lobi,full,68,4 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000278,nulp,full,70,4 star,1.10803324,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000287,doot,low,91,4 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,NG,8.0,NG,NG,NG,
1000443,nulp,high,62,4 star,1.10803324,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000567,doot,low,68,2 star,1.10803324,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000582,lobi,full,88,1 star,1.10803324,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,7.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1000682,doot,low,94,3 star,1.10803324,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000684,nulp,high,68,4 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1000723,lobi,full,72,2 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,5.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1000824,nulp,medium,76,2 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,10.0,NG,NG,NG,
1000863,nulp,high,80,3 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000885,doot,medium,90,5 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000948,doot,high,96,4 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,9.0,7.0,NG,NG,NG,
1000968,nulp,full,64,4 star,1.10803324,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,10.0,8.0,NG,NG,NG,
1000981,nulp,high,78,2 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,7.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001005,lobi,full,82,2 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,10.0,NG,NG,NG,
1001060,lobi,full,70,2 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1001097,lobi,full,90,5 star,1.10803324,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,7.0,10.0,NG,NG,NG,
1001422,doot,medium,97,1 star,1.10803324,NG,9.0,8.0,8.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,8.0,7.0,9.0,NG,7.0,9.0,NG,9.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,8.0,
1001500,nulp,full,63,4 star,1.10803324,NG,9.0,7.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,9.0,8.0,8.0,NG,7.0,9.0,NG,9.0,NG,NG,7.0,7.0,7.0,9.0,NG,NG,7.0,
1001572,doot,medium,90,3 star,1.10803324,NG,10.0,7.0,7.0,NG,NG,NG,7.0,8.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,9.0,NG,8.0,NG,NG,8.0,7.0,8.0,10.0,NG,NG,8.0,
1002183,doot,medium,91,2 star,1.10803324,NG,10.0,8.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,8.0,7.0,9.0,NG,8.0,8.0,NG,9.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,7.0,
1002457,nulp,full,89,4 star,1.10803324,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,7.0,9.0,NG,8.0,8.0,8.0,8.0,8.0,NG,6.0,8.0,NG,8.0,7.0,9.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,
1001343,nulp,full,97,2 star,1.09988594,NG,8.0,7.0,7.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,9.0,7.0,8.0,9.0,NG,NG,8.0,
1001431,doot,medium,74,3 star,1.09988594,NG,8.0,7.0,7.0,NG,NG,NG,7.0,8.0,10.0,NG,NG,NG,8.0,9.0,8.0,NG,7.0,8.0,NG,9.0,NG,NG,7.0,8.0,8.0,8.0,NG,NG,8.0,
1001468,doot,medium,93,3 star,1.09988594,NG,9.0,7.0,7.0,NG,NG,NG,8.0,9.0,9.0,NG,NG,NG,7.0,7.0,9.0,NG,7.0,9.0,NG,8.0,NG,NG,8.0,8.0,7.0,9.0,NG,NG,7.0,
1001506,doot,medium,61,1 star,1.09988594,NG,9.0,6.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,8.0,9.0,NG,7.0,NG,NG,9.0,7.0,9.0,9.0,NG,NG,6.0,
1001636,doot,medium,60,1 star,1.09988594,NG,9.0,8.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,6.0,8.0,NG,8.0,NG,NG,9.0,7.0,8.0,9.0,NG,NG,6.0,
1001871,doot,medium,65,4 star,1.09988594,NG,9.0,6.0,8.0,NG,NG,NG,6.0,9.0,8.0,NG,NG,NG,9.0,7.0,9.0,NG,8.0,9.0,NG,9.0,NG,NG,8.0,7.0,7.0,9.0,NG,NG,7.0,
1002009,doot,medium,62,1 star,1.09988594,NG,10.0,6.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,9.0,NG,9.0,NG,NG,8.0,7.0,8.0,9.0,NG,NG,7.0,
1000374,doot,medium,86,2 star,1.09814009,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001204,doot,medium,86,2 star,1.09814009,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000215,doot,medium,85,5 star,1.09777367,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,5.0,9.0,NG,NG,NG,
1000603,doot,medium,85,5 star,1.09777367,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002218,nulp,full,74,3 star,1.09777367,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,7.0,10.0,NG,8.0,7.0,7.0,9.0,8.0,NG,7.0,7.0,NG,6.0,7.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,9.0,
1002313,doot,medium,77,2 star,1.09777367,8.0,9.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,NG,8.0,8.0,8.0,8.0,9.0,NG,7.0,9.0,NG,9.0,9.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,
1002422,doot,medium,85,1 star,1.09777367,9.0,9.0,6.0,7.0,7.0,7.0,8.0,6.0,10.0,8.0,NG,7.0,10.0,9.0,8.0,8.0,NG,7.0,9.0,NG,9.0,10.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,7.0,
1002679,doot,medium,85,5 star,1.09777367,9.0,9.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,9.0,NG,7.0,10.0,8.0,8.0,7.0,NG,8.0,9.0,NG,8.0,10.0,7.0,8.0,7.0,8.0,9.0,7.0,8.0,7.0,
1002042,doot,medium,63,2 star,1.09264389,NG,9.0,7.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,9.0,7.0,8.0,NG,7.0,10.0,NG,8.0,NG,NG,7.0,8.0,7.0,8.0,NG,NG,8.0,
1002526,doot,medium,63,2 star,1.09264389,9.0,9.0,7.0,7.0,7.0,6.0,8.0,7.0,9.0,8.0,NG,8.0,9.0,8.0,7.0,9.0,NG,7.0,9.0,NG,9.0,9.0,7.0,8.0,7.0,7.0,9.0,9.0,7.0,8.0,
1001664,nulp,high,65,1 star,1.09173863,NG,10.0,6.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,9.0,7.0,8.0,NG,8.0,8.0,NG,8.0,NG,NG,8.0,7.0,7.0,9.0,NG,NG,7.0,
1001726,doot,medium,59,3 star,1.09173863,NG,10.0,6.0,6.0,NG,NG,NG,7.0,9.0,9.0,NG,NG,NG,8.0,8.0,8.0,NG,9.0,9.0,NG,8.0,NG,NG,7.0,7.0,8.0,9.0,NG,NG,6.0,
1001818,doot,medium,91,4 star,1.09173863,NG,10.0,7.0,7.0,NG,NG,NG,7.0,9.0,9.0,NG,NG,NG,8.0,7.0,9.0,NG,8.0,8.0,NG,9.0,NG,NG,7.0,6.0,8.0,8.0,NG,NG,7.0,
1001822,nulp,high,60,5 star,1.09173863,NG,9.0,7.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,8.0,8.0,9.0,NG,NG,7.0,
1001993,doot,medium,65,2 star,1.09173863,NG,10.0,6.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,8.0,6.0,8.0,10.0,NG,NG,7.0,
1002045,nulp,high,62,1 star,1.09173863,NG,9.0,7.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,9.0,7.0,9.0,NG,NG,7.0,
1000944,doot,medium,61,5 star,1.090079,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1002529,doot,medium,61,5 star,1.090079,9.0,9.0,7.0,8.0,7.0,6.0,8.0,7.0,9.0,8.0,NG,7.0,8.0,9.0,8.0,8.0,NG,7.0,9.0,NG,8.0,9.0,7.0,8.0,8.0,9.0,8.0,6.0,8.0,7.0,
1000131,doot,medium,88,2 star,1.08824693,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000177,nulp,medium,95,1 star,1.08824693,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000228,lobi,full,71,3 star,1.08824693,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000280,nulp,high,95,5 star,1.08824693,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000428,lobi,full,86,1 star,1.08824693,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1000446,doot,medium,66,5 star,1.08824693,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000465,doot,medium,96,3 star,1.08824693,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000470,nulp,full,86,4 star,1.08824693,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000512,nulp,high,85,4 star,1.08824693,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000785,lobi,high,68,3 star,1.08824693,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,9.0,NG,NG,6.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000847,doot,medium,88,2 star,1.08824693,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1000862,nulp,high,84,4 star,1.08824693,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001120,doot,medium,66,5 star,1.08824693,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001134,nulp,high,90,3 star,1.08824693,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001136,doot,medium,82,3 star,1.08824693,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,10.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1001270,doot,high,89,3 star,1.08824693,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1001319,nulp,high,63,3 star,1.08824693,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1002419,doot,medium,78,4 star,1.08751411,8.0,9.0,7.0,7.0,7.0,6.0,8.0,8.0,9.0,9.0,NG,8.0,8.0,8.0,8.0,7.0,NG,8.0,8.0,NG,8.0,9.0,7.0,8.0,7.0,8.0,9.0,7.0,8.0,8.0,
1000914,nulp,high,69,2 star,1.08494922,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,7.0,NG,NG,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001183,doot,high,77,3 star,1.08494922,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,NG,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000129,doot,medium,92,3 star,1.08359133,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1000639,nulp,high,96,5 star,1.08359133,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001523,doot,medium,71,4 star,1.08359133,NG,9.0,7.0,8.0,NG,NG,NG,8.0,8.0,9.0,NG,NG,NG,7.0,8.0,9.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,7.0,7.0,9.0,NG,NG,7.0,
1001583,nulp,high,96,5 star,1.08359133,NG,7.0,8.0,8.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,7.0,9.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,9.0,8.0,7.0,7.0,NG,NG,7.0,
1001988,nulp,high,98,1 star,1.08359133,NG,9.0,7.0,7.0,NG,NG,NG,6.0,10.0,7.0,NG,NG,NG,9.0,8.0,7.0,NG,7.0,9.0,NG,7.0,NG,NG,7.0,8.0,9.0,9.0,NG,NG,7.0,
1002137,doot,medium,92,3 star,1.08359133,NG,9.0,7.0,7.0,NG,NG,NG,8.0,9.0,9.0,NG,NG,NG,9.0,8.0,8.0,NG,7.0,9.0,NG,7.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,7.0,
1002208,doot,medium,83,1 star,1.08359133,NG,9.0,6.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,8.0,NG,8.0,NG,NG,7.0,7.0,8.0,9.0,NG,NG,7.0,
1002438,doot,medium,80,3 star,1.08238432,9.0,10.0,6.0,7.0,7.0,7.0,8.0,6.0,9.0,8.0,NG,8.0,9.0,8.0,8.0,8.0,NG,7.0,9.0,NG,8.0,9.0,6.0,7.0,7.0,8.0,9.0,8.0,8.0,7.0,
1002459,doot,medium,93,1 star,1.08238432,8.0,9.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,NG,9.0,8.0,8.0,9.0,8.0,NG,7.0,8.0,NG,7.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,
1002811,doot,medium,73,4 star,1.08238432,8.0,9.0,7.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,NG,9.0,7.0,8.0,9.0,8.0,NG,7.0,9.0,NG,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,9.0,6.0,
1000905,nulp,full,88,4 star,1.07835378,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001254,nulp,full,88,4 star,1.07835378,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000200,nulp,high,72,1 star,1.07725454,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002503,doot,medium,94,4 star,1.07725454,9.0,10.0,6.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,NG,7.0,9.0,8.0,8.0,7.0,NG,8.0,9.0,NG,8.0,10.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,7.0,
1002557,nulp,high,72,1 star,1.07725454,8.0,9.0,7.0,7.0,7.0,6.0,9.0,8.0,9.0,8.0,NG,8.0,9.0,9.0,8.0,8.0,NG,7.0,9.0,NG,9.0,9.0,7.0,7.0,7.0,6.0,9.0,7.0,7.0,8.0,
1002595,nulp,high,94,5 star,1.07725454,9.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,9.0,8.0,NG,7.0,9.0,9.0,7.0,8.0,NG,8.0,8.0,NG,8.0,9.0,6.0,8.0,6.0,7.0,9.0,8.0,7.0,8.0,
1002745,doot,medium,65,1 star,1.07607074,NG,10.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,9.0,NG,8.0,7.0,8.0,8.0,8.0,NG,7.0,8.0,NG,8.0,9.0,7.0,8.0,7.0,8.0,8.0,8.0,9.0,8.0,
1001537,nulp,high,81,4 star,1.07544403,NG,9.0,6.0,8.0,NG,NG,NG,7.0,9.0,7.0,NG,NG,NG,10.0,8.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,7.0,7.0,8.0,10.0,NG,NG,7.0,
1001624,nulp,high,94,4 star,1.07544403,NG,9.0,7.0,8.0,NG,NG,NG,8.0,8.0,9.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,8.0,NG,8.0,NG,NG,9.0,7.0,7.0,8.0,NG,NG,6.0,
1001642,doot,medium,77,3 star,1.07544403,NG,9.0,8.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,7.0,8.0,NG,9.0,NG,NG,7.0,6.0,8.0,8.0,NG,NG,8.0,
